date,open,high,low,close,adjusted_close,volume,currency,source
2024-02-02,73.253014,73.653014,73.053014,73.353014,73.353014,1028400,USD,generated deterministic fixture
2024-02-05,73.400680,73.800680,73.200680,73.500680,73.500680,1028500,USD,generated deterministic fixture
2024-02-06,73.542558,73.942558,73.342558,73.642558,73.642558,1028600,USD,generated deterministic fixture
2024-02-07,73.678139,74.078139,73.478139,73.778139,73.778139,1028700,USD,generated deterministic fixture
2024-02-08,73.806964,74.206964,73.606964,73.906964,73.906964,1028800,USD,generated deterministic fixture
2024-02-09,73.928628,74.328628,73.728628,74.028628,74.028628,1028900,USD,generated deterministic fixture
2024-02-12,74.042788,74.442788,73.842788,74.142788,74.142788,1029000,USD,generated deterministic fixture
2024-02-13,74.149161,74.549161,73.949161,74.249161,74.249161,1029100,USD,generated deterministic fixture
2024-02-14,74.247531,74.647531,74.047531,74.347531,74.347531,1029200,USD,generated deterministic fixture
2024-02-15,74.337745,74.737745,74.137745,74.437745,74.437745,1029300,USD,generated deterministic fixture
2024-02-16,74.419718,74.819718,74.219718,74.519718,74.519718,1029400,USD,generated deterministic fixture
2024-02-19,74.493436,74.893436,74.293436,74.593436,74.593436,1029500,USD,generated deterministic fixture
2024-02-20,74.558948,74.958948,74.358948,74.658948,74.658948,1029600,USD,generated deterministic fixture
2024-02-21,74.616376,75.016376,74.416376,74.716376,74.716376,1029700,USD,generated deterministic fixture
2024-02-22,74.665905,75.065905,74.465905,74.765905,74.765905,1029800,USD,generated deterministic fixture
2024-02-23,74.707788,75.107788,74.507788,74.807788,74.807788,1029900,USD,generated deterministic fixture
2024-02-26,74.742338,75.142338,74.542338,74.842338,74.842338,1030000,USD,generated deterministic fixture
2024-02-27,74.769932,75.169932,74.569932,74.869932,74.869932,1030100,USD,generated deterministic fixture
2024-02-28,74.791001,75.191001,74.591001,74.891001,74.891001,1030200,USD,generated deterministic fixture
2024-02-29,74.806034,75.206034,74.606034,74.906034,74.906034,1030300,USD,generated deterministic fixture
2024-03-01,74.815566,75.215566,74.615566,74.915566,74.915566,1030400,USD,generated deterministic fixture
2024-03-04,74.820180,75.220180,74.620180,74.920180,74.920180,1030500,USD,generated deterministic fixture
2024-03-05,74.820497,75.220497,74.620497,74.920497,74.920497,1030600,USD,generated deterministic fixture
2024-03-06,74.817176,75.217176,74.617176,74.917176,74.917176,1030700,USD,generated deterministic fixture
2024-03-07,74.810906,75.210906,74.610906,74.910906,74.910906,1030800,USD,generated deterministic fixture
2024-03-08,74.802398,75.202398,74.602398,74.902398,74.902398,1030900,USD,generated deterministic fixture
2024-03-11,74.792384,75.192384,74.592384,74.892384,74.892384,1031000,USD,generated deterministic fixture
2024-03-12,74.781607,75.181607,74.581607,74.881607,74.881607,1031100,USD,generated deterministic fixture
2024-03-13,74.770816,75.170816,74.570816,74.870816,74.870816,1031200,USD,generated deterministic fixture
2024-03-14,74.760762,75.160762,74.560762,74.860762,74.860762,1031300,USD,generated deterministic fixture
2024-03-15,74.752189,75.152189,74.552189,74.852189,74.852189,1031400,USD,generated deterministic fixture
2024-03-18,74.745827,75.145827,74.545827,74.845827,74.845827,1031500,USD,generated deterministic fixture
2024-03-19,74.742390,75.142390,74.542390,74.842390,74.842390,1031600,USD,generated deterministic fixture
2024-03-20,74.742567,75.142567,74.542567,74.842567,74.842567,1031700,USD,generated deterministic fixture
2024-03-21,74.747018,75.147018,74.547018,74.847018,74.847018,1031800,USD,generated deterministic fixture
2024-03-22,74.756366,75.156366,74.556366,74.856366,74.856366,1031900,USD,generated deterministic fixture
2024-03-25,74.771195,75.171195,74.571195,74.871195,74.871195,1032000,USD,generated deterministic fixture
2024-03-26,74.792043,75.192043,74.592043,74.892043,74.892043,1032100,USD,generated deterministic fixture
2024-03-27,74.819398,75.219398,74.619398,74.919398,74.919398,1032200,USD,generated deterministic fixture
2024-03-28,74.853696,75.253696,74.653696,74.953696,74.953696,1032300,USD,generated deterministic fixture
2024-03-29,74.895313,75.295313,74.695313,74.995313,74.995313,1032400,USD,generated deterministic fixture
2024-04-01,74.944568,75.344568,74.744568,75.044568,75.044568,1032500,USD,generated deterministic fixture
2024-04-02,75.001713,75.401713,74.801713,75.101713,75.101713,1032600,USD,generated deterministic fixture
2024-04-03,75.066937,75.466937,74.866937,75.166937,75.166937,1032700,USD,generated deterministic fixture
2024-04-04,75.140363,75.540363,74.940363,75.240363,75.240363,1032800,USD,generated deterministic fixture
2024-04-05,75.222045,75.622045,75.022045,75.322045,75.322045,1032900,USD,generated deterministic fixture
2024-04-08,75.311968,75.711968,75.111968,75.411968,75.411968,1033000,USD,generated deterministic fixture
2024-04-09,75.410052,75.810052,75.210052,75.510052,75.510052,1033100,USD,generated deterministic fixture
2024-04-10,75.516146,75.916146,75.316146,75.616146,75.616146,1033200,USD,generated deterministic fixture
2024-04-11,75.630035,76.030035,75.430035,75.730035,75.730035,1033300,USD,generated deterministic fixture
2024-04-12,75.751440,76.151440,75.551440,75.851440,75.851440,1033400,USD,generated deterministic fixture
2024-04-15,75.880017,76.280017,75.680017,75.980017,75.980017,1033500,USD,generated deterministic fixture
2024-04-16,76.015367,76.415367,75.815367,76.115367,76.115367,1033600,USD,generated deterministic fixture
2024-04-17,76.157031,76.557031,75.957031,76.257031,76.257031,1033700,USD,generated deterministic fixture
2024-04-18,76.304502,76.704502,76.104502,76.404502,76.404502,1033800,USD,generated deterministic fixture
2024-04-19,76.457220,76.857220,76.257220,76.557220,76.557220,1033900,USD,generated deterministic fixture
2024-04-22,76.614587,77.014587,76.414587,76.714587,76.714587,1034000,USD,generated deterministic fixture
2024-04-23,76.775962,77.175962,76.575962,76.875962,76.875962,1034100,USD,generated deterministic fixture
2024-04-24,76.940675,77.340675,76.740675,77.040675,77.040675,1034200,USD,generated deterministic fixture
2024-04-25,77.108024,77.508024,76.908024,77.208024,77.208024,1034300,USD,generated deterministic fixture
2024-04-26,77.277290,77.677290,77.077290,77.377290,77.377290,1034400,USD,generated deterministic fixture
2024-04-29,77.447734,77.847734,77.247734,77.547734,77.547734,1034500,USD,generated deterministic fixture
2024-04-30,77.618609,78.018609,77.418609,77.718609,77.718609,1034600,USD,generated deterministic fixture
2024-05-01,77.789166,78.189166,77.589166,77.889166,77.889166,1034700,USD,generated deterministic fixture
2024-05-02,77.958656,78.358656,77.758656,78.058656,78.058656,1034800,USD,generated deterministic fixture
2024-05-03,78.126340,78.526340,77.926340,78.226340,78.226340,1034900,USD,generated deterministic fixture
2024-05-06,78.291495,78.691495,78.091495,78.391495,78.391495,1035000,USD,generated deterministic fixture
2024-05-07,78.453416,78.853416,78.253416,78.553416,78.553416,1035100,USD,generated deterministic fixture
2024-05-08,78.611427,79.011427,78.411427,78.711427,78.711427,1035200,USD,generated deterministic fixture
2024-05-09,78.764884,79.164884,78.564884,78.864884,78.864884,1035300,USD,generated deterministic fixture
2024-05-10,78.913180,79.313180,78.713180,79.013180,79.013180,1035400,USD,generated deterministic fixture
2024-05-13,79.055751,79.455751,78.855751,79.155751,79.155751,1035500,USD,generated deterministic fixture
2024-05-14,79.192081,79.592081,78.992081,79.292081,79.292081,1035600,USD,generated deterministic fixture
2024-05-15,79.321704,79.721704,79.121704,79.421704,79.421704,1035700,USD,generated deterministic fixture
2024-05-16,79.444211,79.844211,79.244211,79.544211,79.544211,1035800,USD,generated deterministic fixture
2024-05-17,79.559249,79.959249,79.359249,79.659249,79.659249,1035900,USD,generated deterministic fixture
2024-05-20,79.666531,80.066531,79.466531,79.766531,79.766531,1036000,USD,generated deterministic fixture
2024-05-21,79.765831,80.165831,79.565831,79.865831,79.865831,1036100,USD,generated deterministic fixture
2024-05-22,79.856988,80.256988,79.656988,79.956988,79.956988,1036200,USD,generated deterministic fixture
2024-05-23,79.939912,80.339912,79.739912,80.039912,80.039912,1036300,USD,generated deterministic fixture
2024-05-24,80.014578,80.414578,79.814578,80.114578,80.114578,1036400,USD,generated deterministic fixture
2024-05-27,80.081029,80.481029,79.881029,80.181029,80.181029,1036500,USD,generated deterministic fixture
2024-05-28,80.139379,80.539379,79.939379,80.239379,80.239379,1036600,USD,generated deterministic fixture
2024-05-29,80.189805,80.589805,79.989805,80.289805,80.289805,1036700,USD,generated deterministic fixture
2024-05-30,80.232552,80.632552,80.032552,80.332552,80.332552,1036800,USD,generated deterministic fixture
2024-05-31,80.267928,80.667928,80.067928,80.367928,80.367928,1036900,USD,generated deterministic fixture
2024-06-03,80.296301,80.696301,80.096301,80.396301,80.396301,1037000,USD,generated deterministic fixture
2024-06-04,80.318098,80.718098,80.118098,80.418098,80.418098,1037100,USD,generated deterministic fixture
2024-06-05,80.333798,80.733798,80.133798,80.433798,80.433798,1037200,USD,generated deterministic fixture
2024-06-06,80.343934,80.743934,80.143934,80.443934,80.443934,1037300,USD,generated deterministic fixture
2024-06-07,80.349083,80.749083,80.149083,80.449083,80.449083,1037400,USD,generated deterministic fixture
2024-06-10,80.349861,80.749861,80.149861,80.449861,80.449861,1037500,USD,generated deterministic fixture
2024-06-11,80.346925,80.746925,80.146925,80.446925,80.446925,1037600,USD,generated deterministic fixture
2024-06-12,80.340958,80.740958,80.140958,80.440958,80.440958,1037700,USD,generated deterministic fixture
2024-06-13,80.332670,80.732670,80.132670,80.432670,80.432670,1037800,USD,generated deterministic fixture
2024-06-14,80.322792,80.722792,80.122792,80.422792,80.422792,1037900,USD,generated deterministic fixture
2024-06-17,80.312064,80.712064,80.112064,80.412064,80.412064,1038000,USD,generated deterministic fixture
2024-06-18,80.301237,80.701237,80.101237,80.401237,80.401237,1038100,USD,generated deterministic fixture
2024-06-19,80.291061,80.691061,80.091061,80.391061,80.391061,1038200,USD,generated deterministic fixture
2024-06-20,80.282279,80.682279,80.082279,80.382279,80.382279,1038300,USD,generated deterministic fixture
2024-06-21,80.275626,80.675626,80.075626,80.375626,80.375626,1038400,USD,generated deterministic fixture
2024-06-24,80.271817,80.671817,80.071817,80.371817,80.371817,1038500,USD,generated deterministic fixture
2024-06-25,80.271545,80.671545,80.071545,80.371545,80.371545,1038600,USD,generated deterministic fixture
2024-06-26,80.275471,80.675471,80.075471,80.375471,80.375471,1038700,USD,generated deterministic fixture
2024-06-27,80.284225,80.684225,80.084225,80.384225,80.384225,1038800,USD,generated deterministic fixture
2024-06-28,80.298395,80.698395,80.098395,80.398395,80.398395,1038900,USD,generated deterministic fixture
